0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 1
0.001 -4.30047e-20 -5.37149e-19 -4.20401e-19 7.26677e-20 -3.24199e-20 -2.00064e-18 -1.57564e-18 9.88853e-19 1.40454e-18 5.33695e-18 4.24477e-18 -1.8555e-18 -2.89553e-18 3.31176e-21 4.49166e-21 0.0999902 -5.59284e-21 -1.71531e-20 -2.18911e-20 1
0.002 2.02708e-10 -3.31941e-10 3.33807e-10 -2.67702e-10 2.64493e-10 4.42205e-10 4.42883e-10 5.95453e-10 5.94193e-10 -4.97464e-10 -4.99531e-10 -7.45196e-10 -7.42688e-10 -8.5414e-14 -1.29031e-15 0.0999706 1.35007e-13 -4.31764e-11 1.27356e-13 1
0.003 1.216e-09 -1.99101e-09 2.0022e-09 -1.60578e-09 1.58653e-09 2.65304e-09 2.6571e-09 3.57218e-09 3.56462e-09 -2.98481e-09 -2.99721e-09 -4.47065e-09 -4.45561e-09 -5.09731e-13 -7.72249e-15 0.0999411 8.0985e-13 -2.59001e-10 7.63717e-13 1
0.004 4.05234e-09 -6.63329e-09 6.67053e-09 -5.35032e-09 5.28622e-09 8.84142e-09 8.85497e-09 1.19029e-08 1.18778e-08 -9.94708e-09 -9.98837e-09 -1.48962e-08 -1.48461e-08 -1.69379e-12 -2.56636e-14 0.0999019 2.69871e-12 -8.63089e-10 2.54313e-12 1
0.005 1.0128e-08 -1.65715e-08 1.66644e-08 -1.33681e-08 1.3208e-08 2.20952e-08 2.2129e-08 2.97405e-08 2.96777e-08 -2.48564e-08 -2.49595e-08 -3.72154e-08 -3.70903e-08 -4.23015e-12 -6.39306e-14 0.0998529 6.74446e-12 -2.15696e-09 6.34846e-12 1
0.006 2.12618e-08 -3.47689e-08 3.49635e-08 -2.80525e-08 2.7717e-08 4.63758e-08 4.64467e-08 6.24075e-08 6.22756e-08 -5.21635e-08 -5.23795e-08 -7.80793e-08 -7.78171e-08 -8.89247e-12 -1.33705e-13 0.099794 1.41577e-11 -4.5277e-09 1.33061e-11 1
0.007 3.96741e-08 -6.48314e-08 6.51935e-08 -5.23185e-08 5.16936e-08 8.65107e-08 8.66427e-08 1.16382e-07 1.16137e-07 -9.72858e-08 -9.76881e-08 -1.45574e-07 -1.45086e-07 -1.66498e-11 -2.48427e-13 0.0997253 2.64156e-11 -8.44756e-09 2.47793e-11 1
0.008 6.79846e-08 -1.10998e-07 1.11616e-07 -8.95965e-08 8.85279e-08 1.48185e-07 1.4841e-07 1.99283e-07 1.98862e-07 -1.66593e-07 -1.67281e-07 -2.49195e-07 -2.48359e-07 -2.86858e-11 -4.23676e-13 0.0996468 4.52607e-11 -1.44734e-08 4.23596e-11 1
0.009 1.09211e-07 -1.78128e-07 1.79118e-07 -1.43825e-07 1.42112e-07 2.37929e-07 2.38291e-07 3.19847e-07 3.19172e-07 -2.6739e-07 -2.68492e-07 -3.99811e-07 -3.98472e-07 -4.64222e-11 -6.77027e-13 0.0995586 7.26988e-11 -2.32462e-08 6.78569e-11 1
0.01 1.66767e-07 -2.71692e-07 2.73196e-07 -2.1944e-07 2.16833e-07 3.6311e-07 3.6366e-07 4.87907e-07 4.86878e-07 -4.07897e-07 -4.09574e-07 -6.09631e-07 -6.07592e-07 -7.15472e-11 -1.0279e-12 0.0994605 1.10997e-10 -3.54902e-08 1.03289e-10 1
0.011 2.44457e-07 -3.9775e-07 3.99944e-07 -3.2137e-07 3.1756e-07 5.31912e-07 5.32716e-07 7.14368e-07 7.12863e-07 -5.97225e-07 -5.99676e-07 -8.92163e-07 -8.89181e-07 -1.06048e-10 -1.49738e-12 0.0993526 1.62683e-10 -5.20123e-08 1.50867e-10 1
0.012 3.46478e-07 -5.62942e-07 5.66035e-07 -4.55021e-07 4.4964e-07 7.53327e-07 7.54462e-07 1.01118e-06 1.00905e-06 -8.45356e-07 -8.48816e-07 -1.26216e-06 -1.25795e-06 -1.52246e-10 -2.10806e-12 0.0992348 2.30539e-10 -7.37009e-08 2.12986e-10 1
0.013 4.77412e-07 -7.74467e-07 7.78704e-07 -6.26267e-07 6.1888e-07 1.03713e-06 1.03869e-06 1.39129e-06 1.38837e-06 -1.16311e-06 -1.16786e-06 -1.73559e-06 -1.72981e-06 -2.12838e-10 -2.8838e-12 0.0991073 3.17603e-10 -1.01525e-07 2.92206e-10 1
0.014 6.42224e-07 -1.04006e-06 1.04572e-06 -8.41435e-07 8.31539e-07 1.39389e-06 1.39597e-06 1.86865e-06 1.86473e-06 -1.56212e-06 -1.56848e-06 -2.32956e-06 -2.32181e-06 -2.9094e-10 -3.84957e-12 0.09897 4.27162e-10 -1.36534e-07 3.91237e-10 1
0.015 8.46259e-07 -1.36799e-06 1.3754e-06 -1.1073e-06 1.09431e-06 1.83488e-06 1.83761e-06 2.45815e-06 2.45299e-06 -2.05481e-06 -2.06315e-06 -3.06228e-06 -3.0521e-06 -3.9013e-10 -5.03122e-12 0.0988228 5.62751e-10 -1.79855e-07 5.12927e-10 1
0.016 1.09523e-06 -1.767e-06 1.77651e-06 -1.43105e-06 1.41433e-06 2.37216e-06 2.37568e-06 3.17557e-06 3.16891e-06 -2.65434e-06 -2.66507e-06 -3.95299e-06 -3.93988e-06 -5.14502e-10 -6.45525e-12 0.0986659 7.28146e-10 -2.32692e-07 6.60241e-10 1
