100 100
4.890596987225716633e-03 6.112375491444509840e-03 7.041630469870833325e-03 7.761748902498601631e-03 8.355700175177636913e-03 8.901702516283416244e-03 9.468746104624042176e-03 1.011260166756642459e-02 1.087297406395288171e-02 1.177230686580843337e-02 1.281642907538055147e-02 1.399685549031390655e-02 1.529423636692004221e-02 1.668229721993227943e-02 1.813163938091987004e-02 1.961293852337968671e-02 2.109929987423617148e-02 2.256773148524023401e-02 2.399983884418611588e-02 2.538191660411720507e-02 2.670462910936030609e-02 2.796245132068597705e-02 2.915300479011385254e-02 3.027638309756518209e-02 3.133452539705996326e-02 3.233066871236497247e-02 3.326888983487980012e-02 3.415373510390257855e-02 3.498992941332919326e-02 3.578215285776770171e-02 3.653487307727638911e-02 3.725222245874552918e-02 3.793791109238395937e-02 3.859516823222142873e-02 3.922670666365643544e-02 3.983470569931315403e-02 4.042080947986120831e-02 4.098613788932607693e-02 4.153130777773750976e-02 4.205646239904874129e-02 4.256130709358962871e-02 4.304514933145509037e-02 4.350694132795571850e-02 4.394532356911280691e-02 4.435866775403649737e-02 4.474511787056494050e-02 4.510262836192568264e-02 4.542899860241022408e-02 4.572190316476290595e-02 4.597891761754455131e-02 4.619753982567575273e-02 4.637520693322506188e-02 4.650930837917763294e-02 4.659719543267978881e-02 4.663618783563180242e-02 4.662357821201289915e-02 4.655663495229693527e-02 4.643260431774018371e-02 4.624871254580482233e-02 4.600216878980963042e-02 4.569016981107024145e-02 4.530990748097112053e-02 4.485858036657909553e-02 4.433341099099272209e-02 4.373167080276965657e-02 4.305071547837722307e-02 4.228803393061117410e-02 4.144131530234872185e-02 4.050853926210463973e-02 3.948809602076975428e-02 3.837894353706482187e-02 3.718081017414164025e-02 3.589445130802831202e-02 3.452196763164302323e-02 3.306719054258758922e-02 3.153613526262735028e-02 2.993751425662125737e-02 2.828329105990555481e-02 2.658923688052550888e-02 2.487542897643522238e-02 2.316660177012679067e-02 2.149223223247777315e-02 1.988621700639470191e-02 1.838599102146544831e-02 1.703096039901789635e-02 1.586019054815849053e-02 1.490941040581231052e-02 1.420755567337808438e-02 1.377324336676532569e-02 1.361169136400854074e-02 1.371261104108333073e-02 1.404947603527014616e-02 1.458032446194705047e-02 1.524995653267505018e-02 1.599313841815720033e-02 1.673828967397766529e-02 1.741113761960574532e-02 1.793793767632762340e-02 1.824802574655289347e-02 1.827563095627011275e-02
7.837921086801659040e-03 9.041362393091358779e-03 9.947480599187472072e-03 1.064035471913957892e-02 1.120381126497016315e-02 1.171705559503709998e-02 1.225012527511169964e-02 1.285980166111839844e-02 1.358665630343174058e-02 1.445376100348738473e-02 1.546727380556554149e-02 1.661872451609395715e-02 1.788849475955571131e-02 1.924982173345300002e-02 2.067267910717636784e-02 2.212705577220542771e-02 2.358537948572869691e-02 2.502404116228993530e-02 2.642412254695424359e-02 2.777150563462588845e-02 2.905655936879996196e-02 3.027357904798237687e-02 3.142011621742420852e-02 3.249629568516722994e-02 3.350417970502213988e-02 3.444721071211218066e-02 3.532974376292462998e-02 3.615666699020611552e-02 3.693310131585633704e-02 3.766416770104603212e-02 3.835480989036471611e-02 3.900966177366757548e-02 3.963295031282598746e-02 4.022842691249420288e-02 4.079932183567720749e-02 4.134831762860017440e-02 4.187753849392000793e-02 4.238855317638556830e-02 4.288238927614158175e-02 4.335955706831115530e-02 4.382008096436611211e-02 4.426353676792584013e-02 4.468909290378485222e-02 4.509555386467817284e-02 4.548140423985894826e-02 4.584485186429765324e-02 4.618386884922318081e-02 4.649622951008480082e-02 4.677954448050759134e-02 4.703129057409533714e-02 4.724883621546405177e-02 4.742946249615073717e-02 4.757038011219295870e-02 4.766874260426126608e-02 4.772165644812623869e-02 4.772618863644800813e-02 4.767937245923980355e-02 4.757821223987958315e-02 4.741968782923496051e-02 4.720075971828931877e-02 4.691837571848007926e-02 4.656948030043042003e-02 4.615102789989293519e-02 4.566000182001288960e-02 4.509344080666188165e-02 4.444847597052094257e-02 4.372238148975123029e-02 4.291264344943049314e-02 4.201705223245444376e-02 4.103382500677651978e-02 3.996176593466654881e-02 3.880047256069833056e-02 3.755059710860485928e-02 3.621417068582166027e-02 3.479499604040564575e-02 3.329910972827848648e-02 3.173530633969767756e-02 3.011570471728883258e-02 2.845631791443097025e-02 2.677756460398706545e-02 2.510463069227742566e-02 2.346755937226795152e-02 2.190092275050253140e-02 2.044291991378130099e-02 1.913376993181844718e-02 1.801333879291775603e-02 1.711806389051552524e-02 1.647740779972945921e-02 1.611024866199601419e-02 1.602173912480397630e-02 1.620117805414179532e-02 1.662130601709362401e-02 1.723917792880341401e-02 1.799845978883267417e-02 1.883273939141017969e-02 1.966930838508814533e-02 2.043288564125003703e-02 2.104887609544082994e-02 2.144593366982291277e-02 2.155776348362176825e-02
1.052159450057930414e-02 1.169885103978485219e-02 1.257322656733328263e-02 1.322962844580040723e-02 1.375292579914340341e-02 1.422354029110973507e-02 1.471281533357723936e-02 1.527880815735930403e-02 1.596320194547996493e-02 1.678989518496230848e-02 1.776550744860223158e-02 1.888164125863762630e-02 2.011839524214459676e-02 2.144844382483826473e-02 2.284101566238818520e-02 2.426527076187581441e-02 2.569280845313121064e-02 2.709925466970561359e-02 2.846503041733994266e-02 2.977548296207262538e-02 3.102058009945311834e-02 3.219434776197115794e-02 3.329419270309722650e-02 3.432020971905525020e-02 3.527453521157541266e-02 3.616077940265740448e-02 3.698354869792125355e-02 3.774805649730453294e-02 3.845981350383876479e-02 3.912438556265922240e-02 3.974720676953708010e-02 4.033343683523119699e-02 4.088785361995504047e-02 4.141477379265264686e-02 4.191799638865428140e-02 4.240076547804284834e-02 4.286574917777585814e-02 4.331503288025184695e-02 4.375012490600435622e-02 4.417197290893876138e-02 4.458098935648713984e-02 4.497708434887706663e-02 4.535970398836455114e-02 4.572787249892489719e-02 4.608023635013126090e-02 4.641510876155579418e-02 4.673051315042123233e-02 4.702422432212443465e-02 4.729380647310932329e-02 4.753664735957209564e-02 4.774998826589616635e-02 4.793094966856466244e-02 4.807655272341319896e-02 4.818373689963087458e-02 4.824937424049834805e-02 4.827028085038825161e-02 4.824322629600918955e-02 4.816494167697994710e-02 4.803212717982942997e-02 4.784145999702814345e-02 4.758960358845648608e-02 4.727321940953781859e-02 4.688898245332067533e-02 4.643360227978690635e-02 4.590385166100736242e-02 4.529660557856682312e-02 4.460889408497272640e-02 4.383797348343140832e-02 4.298142136506030025e-02 4.203726220482451731e-02 4.100413133520749293e-02 3.988148598651858334e-02 3.866987239090528827e-02 3.737125723532767202e-02 3.598942938031950145e-02 3.453047289762341959e-02 3.300330408943511623e-02 3.142025209547631703e-02 2.979764395097932173e-02 2.815633009097967543e-02 2.652205624215834417e-02 2.492555586288728101e-02 2.340221107163985292e-02 2.199112130473673474e-02 2.073344361084182227e-02 1.966994227156092234e-02 1.883781587944925728e-02 1.826704566264649929e-02 1.797669134646918618e-02 1.797168839775696580e-02 1.824070884516878349e-02 1.875550361703469046e-02 1.947187196890921845e-02 2.033208435532667113e-02 2.126832236657140787e-02 2.220656974121461291e-02 2.307041011319114349e-02 2.378432212019174208e-02 2.427624550285955793e-02 2.447936295656587269e-02
1.296381273938215263e-02 1.410799299526201839e-02 1.494306562245030327e-02 1.555488318370472182e-02 1.602952177935944994e-02 1.644882761431519166e-02 1.688568979925897037e-02 1.739969238131260781e-02 1.803386639822816134e-02 1.881313264530723450e-02 1.974470709978251581e-02 2.082032900041098922e-02 2.201980825566585143e-02 2.331519162405964324e-02 2.467485473818954722e-02 2.606699494605090386e-02 2.746223898286819995e-02 2.883530488090839741e-02 3.016581876472333029e-02 3.143847177237869828e-02 3.264272324595999392e-02 3.377223627178769366e-02 3.482419210006768018e-02 3.579858632184067940e-02 3.669757073310880163e-02 3.752487430281517544e-02 3.828531513136850667e-02 3.898440164340799541e-02 3.962801377691425875e-02 4.022215183168624530e-02 4.077274037039480686e-02 4.128547590000364309e-02 4.176570911132738984e-02 4.221835462812657119e-02 4.264782316272255902e-02 4.305797252076717929e-02 4.345207499638320536e-02 4.383279938213104771e-02 4.420220616118449020e-02 4.456175454430384014e-02 4.491231995443450281e-02 4.525422042920885374e-02 4.558725027205764307e-02 4.591071918320179662e-02 4.622349507127867380e-02 4.652404879711929953e-02 4.681049923212873831e-02 4.708065721375363083e-02 4.733206723218638667e-02 4.756204596525061973e-02 4.776771707166667380e-02 4.794604193799962416e-02 4.809384633658134178e-02 4.820784318018808690e-02 4.828465174886679978e-02 4.832081391469734283e-02 4.831280800594623531e-02 4.825706104202360375e-02 4.814996014809087843e-02 4.798786404015110973e-02 4.776711557863417418e-02 4.748405654472742654e-02 4.713504602547993749e-02 4.671648412907761921e-02 4.622484321840392152e-02 4.565670947346470165e-02 4.500883838768295758e-02 4.427822877031387105e-02 4.346222094250599965e-02 4.255862601321366845e-02 4.156589427975648787e-02 4.048333170927842506e-02 3.931137380033540574e-02 3.805192542678427492e-02 3.670877287046286214e-02 3.528806928240534740e-02 3.379888619516029785e-02 3.225381023973174915e-02 3.066954481144245140e-02 2.906745059011253338e-02 2.747392749909915652e-02 2.592050748870464855e-02 2.444350010756324298e-02 2.308302380277926433e-02 2.188128201521929994e-02 2.088002102559048667e-02 2.011724394179975270e-02 1.962343962516997775e-02 1.941777547576900922e-02 1.950483306505526593e-02 1.987246824339317097e-02 2.049121933820396979e-02 2.131539731520291220e-02 2.228565848196131793e-02 2.333259238839817742e-02 2.438073282156681676e-02 2.535243291515501193e-02 2.617119302121383509e-02 2.676422245233218283e-02 2.706419183775303494e-02
1.518564725943880901e-02 1.629075758459059067e-02 1.707994655857478922e-02 1.764010958166513029e-02 1.805867358119413180e-02 1.841909768902131803e-02 1.879603963045620163e-02 1.925084917917813457e-02 1.982813552063920209e-02 2.055403765006148450e-02 2.143650835556092787e-02 2.246749680220023332e-02 2.362652961484976166e-02 2.488497260451672313e-02 2.621025137703246466e-02 2.756947657937135199e-02 2.893216627281176845e-02 3.027199390656212796e-02 3.156766084542388801e-02 3.280308289562962332e-02 3.396710369307196636e-02 3.505292785409713091e-02 3.605742604879726837e-02 3.698041889566260065e-02 3.782400610941890479e-02 3.859197561321636716e-02 3.928930494496554737e-02 3.992175310857187104e-02 4.049553324979922320e-02 4.101705332649361463e-02 4.149271168389694064e-02 4.192873586893380855e-02 4.233105520052177911e-02 4.270519993926551877e-02 4.305622199830431290e-02 4.338863382069143432e-02 4.370636325901854774e-02 4.401272305398057361e-02 4.431039389104886317e-02 4.460142011048949529e-02 4.488721705144317620e-02 4.516858881398214814e-02 4.544575499814881153e-02 4.571838478273375361e-02 4.598563657744295791e-02 4.624620144119481746e-02 4.649834851234375260e-02 4.673997083711051853e-02 4.696863019501214265e-02 4.718159978390368964e-02 4.737590391963159009e-02 4.754835420431323401e-02 4.769558190395498110e-02 4.781406653604717422e-02 4.790016089184447046e-02 4.795011290287032324e-02 4.796008490905293020e-02 4.792617100446097678e-02 4.784441323850138761e-02 4.771081755285788706e-02 4.752137045869361809e-02 4.727205762960168256e-02 4.695888583121970994e-02 4.657790995776792814e-02 4.612526742821040915e-02 4.559722283605713300e-02 4.499022656449877533e-02 4.430099207447330684e-02 4.352659772318876602e-02 4.266462020968376373e-02 4.171330794696865435e-02 4.067180361582385661e-02 3.954042553360177098e-02 3.832101678577731763e-02 3.701736863517899462e-02 3.563571963345942700e-02 3.418532297829659367e-02 3.267906071781393612e-02 3.113406323802323655e-02 2.957226553602612315e-02 2.802079904696238785e-02 2.651208303333576002e-02 2.508345084778416251e-02 2.377613712636310328e-02 2.263347993132521288e-02 2.169827459954130899e-02 2.100936152645928659e-02 2.059772433235393385e-02 2.048257315932121639e-02 2.066801994180883506e-02 2.114094770695345432e-02 2.187050170629534218e-02 2.280932084407270161e-02 2.389627957371720166e-02 2.506023806932365650e-02 2.622418051419866947e-02 2.730916809931788897e-02 2.823769513202653569e-02 2.893623913670347395e-02 2.933697573516566223e-02
1.720641574550054592e-02 1.826727379292795994e-02 1.900487988200917286e-02 1.950725116307805082e-02 1.986328955273856250e-02 2.015823690727114662e-02 2.046872732890336541e-02 2.085810552995790573e-02 2.137278601804792205e-02 2.204032525198680939e-02 2.286956190071363915e-02 2.385274037340691031e-02 2.496912308376419629e-02 2.618935523798853957e-02 2.747982802101126693e-02 2.880645242110084839e-02 3.013751111075967104e-02 3.144550387099281918e-02 3.270808323904734333e-02 3.390827446791224581e-02 3.503420031065827833e-02 3.607851135693276173e-02 3.703768056908314510e-02 3.791127356089588757e-02 3.870126394526727381e-02 3.941142996095731155e-02 4.004684521873449338e-02 4.061346159979126180e-02 4.111777422055291897e-02 4.156655502273368108e-02 4.196664128139961786e-02 4.232476682939598916e-02 4.264742611604387806e-02 4.294076370846060947e-02 4.321048411430208208e-02 4.346177865259785028e-02 4.369926745357226999e-02 4.392695554296606464e-02 4.414820242528000316e-02 4.436570471198281185e-02 4.458149124079216485e-02 4.479692989244873219e-02 4.501274501280631141e-02 4.522904405636544306e-02 4.544535183135874068e-02 4.566065057754489093e-02 4.587342406096975994e-02 4.608170392578497115e-02 4.628311669106251192e-02 4.647493000170918598e-02 4.665409701392870395e-02 4.681729809293044137e-02 4.696097930117890812e-02 4.708138744072665888e-02 4.717460166973361235e-02 4.723656193394575736e-02 4.726309463789730991e-02 4.724993613339070753e-02 4.719275473576660385e-02 4.708717210834766076e-02 4.692878500376286566e-02 4.671318854327283221e-02 4.643600248058477042e-02 4.609290226572500954e-02 4.567965722793327493e-02 4.519217886145451835e-02 4.462658304333056575e-02 4.397927104079721317e-02 4.324703535407914412e-02 4.242719772310402093e-02 4.151778787686178501e-02 4.051777260590088553e-02 3.942734515282116797e-02 3.824828423973218594e-02 3.698438957536536592e-02 3.564199545638571665e-02 3.423055490591558198e-02 3.276327233243935683e-02 3.125774170089481302e-02 2.973651908376809261e-02 2.822752419249455885e-02 2.676412905199306372e-02 2.538476194243479908e-02 2.413184531769901886e-02 2.304991651553500720e-02 2.218286827082729951e-02 2.157040041703753644e-02 2.124397903956214140e-02 2.122280621700178838e-02 2.151043708796687715e-02 2.209266722859071219e-02 2.293712074341597990e-02 2.399463884018121843e-02 2.520220488306609830e-02 2.648686604500955638e-02 2.777000229335566117e-02 2.897135557300062336e-02 3.001240909703642087e-02 3.081891936474354804e-02 3.132258730491477988e-02
1.904324102359748749e-02 2.005536622403576719e-02 2.073644740081771048e-02 2.117568412430793912e-02 2.146355857491335367e-02 2.168724776172650109e-02 2.192555650582703186e-02 2.224404626528569268e-02 2.269116372566951090e-02 2.329608857333774832e-02 2.406870627224082931e-02 2.500165683956928619e-02 2.607397366255894203e-02 2.725555723743142839e-02 2.851169398987231721e-02 2.980699450665718828e-02 3.110838974672916479e-02 3.238708545375850595e-02 3.361956844675523248e-02 3.478786389368177662e-02 3.587927264764808472e-02 3.688579822628923477e-02 3.780342945447186243e-02 3.863139560773196091e-02 3.937146669362640017e-02 4.002733680569146163e-02 4.060410398779773500e-02 4.110784451773253495e-02 4.154527099292662506e-02 4.192346006399806646e-02 4.224963536647880630e-02 4.253099277668412337e-02 4.277455756860291253e-02 4.298706570529144122e-02 4.317486395027268775e-02 4.334382551421052387e-02 4.349927947594773442e-02 4.364595323805171151e-02 4.378792785011662719e-02 4.392860623992528996e-02 4.407069432520220598e-02 4.421619472874285112e-02 4.436641247160236223e-02 4.452197164552045006e-02 4.468284172512658470e-02 4.484837191497899334e-02 4.501733176207589615e-02 4.518795621158491760e-02 4.535799333908879793e-02 4.552475314288944447e-02 4.568515600382679759e-02 4.583577969294950344e-02 4.597290410420110107e-02 4.609255318759340747e-02 4.619053384038496191e-02 4.626247176798750638e-02 4.630384454799162802e-02 4.631001232220346986e-02 4.627624671209306512e-02 4.619775871804794598e-02 4.606972654339069884e-02 4.588732450612140884e-02 4.564575449437107552e-02 4.534028181743085528e-02 4.496627783483145291e-02 4.451927243984972471e-02 4.399502035114521981e-02 4.338958623109182011e-02 4.269945487889713343e-02 4.192167407552046393e-02 4.105403895690575705e-02 4.009532784166675023e-02 3.904559989085731875e-02 3.790656431120442704e-02 3.668202829116581215e-02 3.537842548681553040e-02 3.400541739878825548e-02 3.257654497834830409e-02 3.110988594136082641e-02 2.962864389127010945e-02 2.816155947036276530e-02 2.674299555700270989e-02 2.541251709164185635e-02 2.421377657639586789e-02 2.319254874819054804e-02 2.239385200801911197e-02 2.185825806875460117e-02 2.161770740882548725e-02 2.169136377763329279e-02 2.208217562721059499e-02 2.277478841542215915e-02 2.373523930692980621e-02 2.491251280438749882e-02 2.624165654184336394e-02 2.764787807510825368e-02 2.905094414586303908e-02 3.036928260463951645e-02 3.152337998886955289e-02 3.243829055942103190e-02 3.304525974826780926e-02
2.071082382394200117e-02 2.167031362590161533e-02 2.229054365084355907e-02 2.266193855465170603e-02 2.287664768897867615e-02 2.302391919898080092e-02 2.318491100244057801e-02 2.342761778156351310e-02 2.380274761441889333e-02 2.434131878907144775e-02 2.505443956328087460e-02 2.593526399077104860e-02 2.696265023681434711e-02 2.810574739177719786e-02 2.932868208067547847e-02 3.059467675676340315e-02 3.186920532106234799e-02 3.312206845551501216e-02 3.432847841868388872e-02 3.546935771047180636e-02 3.653109015722180025e-02 3.750494390278462375e-02 3.838634062045413742e-02 3.917409376298235796e-02 3.986969224454771366e-02 4.047666946419246209e-02 4.100007181525820721e-02 4.144602448117148952e-02 4.182138332566896072e-02 4.213345792939429679e-02 4.238979047641055348e-02 4.259797682332421703e-02 4.276551865446227146e-02 4.289969844242123853e-02 4.300747156583374642e-02 4.309537215425611467e-02 4.316943093872253889e-02 4.323510457849863431e-02 4.329721665482976628e-02 4.335991084379777621e-02 4.342661678775727035e-02 4.350002896569574173e-02 4.358209850111693928e-02 4.367403741781794579e-02 4.377633442451793477e-02 4.388878093080374881e-02 4.401050570661920597e-02 4.414001641753972915e-02 4.427524620564207009e-02 4.441360353529999472e-02 4.455202366902755867e-02 4.468702035821328633e-02 4.481473660190434666e-02 4.493099361880344145e-02 4.503133747175755430e-02 4.511108306417751374e-02 4.516535548483661955e-02 4.518912890970269020e-02 4.517726348279570842e-02 4.512454080568623072e-02 4.502569888682771831e-02 4.487546766272083182e-02 4.466860653259163705e-02 4.439994577924707281e-02 4.406443431386942305e-02 4.365719691146191517e-02 4.317360501785669907e-02 4.260936631395093044e-02 4.196063949614724925e-02 4.122418210866974492e-02 4.039754061329205170e-02 3.947929298039856705e-02 3.846935457506502759e-02 3.736935745690619926e-02 3.618311064695184376e-02 3.491714340064649286e-02 3.358132374735614545e-02 3.218952900806940770e-02 3.076032226644304785e-02 2.931755811629270861e-02 2.789080347761381529e-02 2.651541926118948511e-02 2.523211578745822650e-02 2.408578519456233344e-02 2.312344894407801499e-02 2.239125868353210314e-02 2.193066238880716015e-02 2.177407534167023415e-02 2.194061998836460692e-02 2.243263403769992295e-02 2.323361134642602799e-02 2.430800713557382253e-02 2.560296339262306542e-02 2.705161583679362505e-02 2.857736377406393247e-02 3.009839575291185787e-02 3.153185972824239236e-02 3.279727497918061979e-02 3.381901551077536733e-02 3.452788467180428061e-02
2.222143257994475124e-02 2.312483559593242824e-02 2.368035778842830091e-02 2.397967336112946657e-02 2.411666738299636514e-02 2.418277903856570765e-02 2.426169066713396161e-02 2.442404294063355713e-02 2.472303926911809113e-02 2.519176450456741059e-02 2.584274404716658396e-02 2.666978560891116942e-02 2.765164716293872643e-02 2.875673895992174323e-02 2.994798915477527024e-02 3.118715779493835827e-02 3.243816743745452785e-02 3.366931201111675320e-02 3.485442857143318529e-02 3.597324182626501082e-02 3.701113034240544053e-02 3.795854490693438554e-02 3.881026262165657159e-02 3.956460625664084962e-02 4.022270949423645964e-02 4.078787022547479546e-02 4.126500688223403573e-02 4.166021553423185364e-02 4.198041596301090722e-02 4.223307091471005525e-02 4.242596230909642663e-02 4.256700984786739722e-02 4.266412014095081334e-02 4.272505743151644442e-02 4.275732980322372034e-02 4.276808715458071258e-02 4.276402912144527946e-02 4.275132250394186179e-02 4.273552864422937303e-02 4.272154166982353868e-02 4.271353863926012628e-02 4.271494248252894615e-02 4.272839829686061325e-02 4.275576311409448604e-02 4.279810876733945724e-02 4.285573701107200928e-02 4.292820563763182634e-02 4.301436401817488459e-02 4.311239629700834575e-02 4.321987039029492883e-02 4.333379097646883338e-02 4.345065479984866474e-02 4.356650681827109461e-02 4.367699598510291215e-02 4.377742974179906627e-02 4.386282658934052836e-02 4.392796639161533623e-02 4.396743833476596253e-02 4.397568672539831081e-02 4.394705506696790914e-02 4.387582912468121488e-02 4.375627999842855720e-02 4.358270859936936442e-02 4.334949340105767601e-02 4.305114394362965363e-02 4.268236334011993316e-02 4.223812398991139139e-02 4.171376185215622256e-02 4.110509595077382894e-02 4.040858120761729039e-02 3.962150410051556298e-02 3.874223179006319739e-02 3.777052588818780032e-02 3.670793140132052462e-02 3.555824877912217019e-02 3.432809135584859866e-02 3.302752040795398081e-02 3.167073398163116477e-02 3.027676205899537676e-02 2.887008873390166375e-02 2.748108290866164982e-02 2.614607720138612673e-02 2.490690040936162711e-02 2.380965900168060048e-02 2.290260030329657401e-02 2.223299613036995234e-02 2.184316896586403767e-02 2.176602179499850104e-02 2.202066593738650699e-02 2.260887711271042724e-02 2.351306426302425187e-02 2.469618224195262168e-02 2.610362155404558765e-02 2.766669932069256224e-02 2.930709450917882292e-02 3.094149317800102411e-02 3.248582209382488289e-02 3.385867274198470916e-02 3.498375927946808378e-02 3.579144639068977674e-02
2.358509066593735340e-02 2.442928891808236747e-02 2.491657890354062599e-02 2.513988987656302909e-02 2.519489211591585676e-02 2.517531923410050790e-02 2.516753834787198787e-02 2.524504603774782585e-02 2.546378150913831268e-02 2.585913939073230736e-02 2.644527812742853562e-02 2.721682315543701505e-02 2.815253130503706652e-02 2.922010779860340773e-02 3.038126107517559460e-02 3.159622818470351341e-02 3.282729674941991388e-02 3.404116094265280390e-02 3.521018953952844560e-02 3.631282140614983805e-02 3.733334855463603386e-02 3.826132934570414951e-02 3.909082570622454678e-02 3.981960137913449771e-02 4.044836659699751341e-02 4.098011390109689706e-02 4.141956108278327386e-02 4.177269896124666260e-02 4.204643161243018512e-02 4.224829236643667246e-02 4.238621837086573724e-02 4.246836820471885238e-02 4.250296979388190621e-02 4.249818897183856720e-02 4.246201198653479225e-02 4.240213782501367490e-02 4.232587830208961455e-02 4.224006541673784587e-02 4.215096654911289903e-02 4.206420870682672786e-02 4.198471329719460909e-02 4.191664287238684033e-02 4.186336103715616874e-02 4.182740629328405429e-02 4.181048008767061785e-02 4.181344879390180846e-02 4.183635884459196291e-02 4.187846378811313497e-02 4.193826170038353340e-02 4.201354115847787118e-02 4.210143388277381993e-02 4.219847217109864990e-02 4.230064936568494333e-02 4.240348178982741162e-02 4.250207084217145354e-02 4.259116422035173072e-02 4.266521554449505260e-02 4.271844195374617514e-02 4.274487955213963214e-02 4.273843688880401420e-02 4.269294698475561978e-02 4.260221878490950964e-02 4.246008934606491925e-02 4.226047860051825728e-02 4.199744919340111377e-02 4.166527471061498566e-02 4.125852061658624031e-02 4.077214341461268821e-02 4.020161490755456285e-02 3.954307990920712113e-02 3.879355720564400811e-02 3.795119476073730014e-02 3.701559072952793211e-02 3.598819122265096287e-02 3.487277313860442235e-02 3.367601462913513005e-02 3.240814545064461816e-02 3.108365291618965520e-02 2.972199479956697671e-02 2.834823748302946200e-02 2.699349693446669377e-02 2.569501652368488473e-02 2.449567985815458843e-02 2.344274660887720255e-02 2.258563850131492176e-02 2.197271422281554809e-02 2.164716442366759058e-02 2.164240790643486012e-02 2.197761180751037213e-02 2.265409530996303350e-02 2.365332061613642858e-02 2.493690230715993328e-02 2.644864731524597737e-02 2.811821504063626020e-02 2.986570500376435969e-02 3.160641259391285679e-02 3.325512175636283901e-02 3.472954113263073544e-02 3.595273997307620734e-02 3.685463467363254281e-02
